year,doy,hour,mean,std
2014,167,8,0.20844000000000001,0.007636753236814714
2014,190,12,0.28684800000000005,0.019550088286245673
2014,224,9,0.27518400000000004,0.06879600000000001
2014,254,12,0.096336,0.024084
2014,254,13,0.044496,0.011124
2014,295,13,0.07300799999999999,0.006720342848396944
2015,98,12,0.019872,0.004968
2015,169,13,0.19742400000000002,0.006720342848396954
2015,202,8,0.14947200000000002,0.037368000000000005
2015,202,9,0.18964799999999998,0.047411999999999996
2015,252,9,0.127008,0.031752
2015,252,10,0.13564800000000002,0.033912000000000005
2015,284,10,0.16761600000000001,0.007331283107342131
2016,82,9,0.017020800000000003,0.004255200000000001
2016,133,13,0.0808272,0.009836138169017353
2016,168,14,0.262872,0.0455150492914157
2016,199,13,0.49723200000000006,0.09652856091333799
2016,252,14,0.19191600000000003,0.11623138426431996
2016,293,10,0.06955199999999999,0.008553163625232483
2016,342,13,0.004752,0.0006109402589451767
2017,109,9,0.066528,0.011607864919958362
2017,144,9,0.155088,0.038772
2017,144,10,0.12873600000000002,0.032184000000000004
2017,173,8,0.16372799999999998,0.017106327250464973
2017,199,9,0.15778799999999998,0.017870002574146428
2017,262,10,0.158544,0.04398769864405273
2017,297,12,0.048168,0.01309074054436952
2017,312,11,0.014688000000000003,0.003672000000000001
2018,109,9,0.084456,0.06811983887238725
2018,131,14,0.08791200000000002,0.005803932459979187
2018,160,10,0.117504,0.007942223366287316
2018,214,12,0.12949200000000002,0.008094958431023588
2018,262,12,0.07182,0.043529493449843866
2019,113,9,0.06177599999999999,0.037878296054600975
2019,155,15,0.15530400000000003,0.05223539213981263
2019,197,9,0.158544,0.012829745437848716
2021,112,14,0.05716799999999999,0.014291999999999997
2021,138,14,0.09777599999999999,0.024443999999999997
2021,173,9,0.11001600000000002,0.027504000000000004
2021,202,8,0.12196799999999998,0.030491999999999995
2021,265,13,0.1226016,0.0306504
2021,299,13,0.048816,0.012204
